artist,total_tv_appearances,spotify_popularity,youtube_hit_appearances,google_trends_score,cluster,spotify_norm,youtube_norm,digital_popularity_score,quadrant,tv_appearances_jitter
レベッカ,1,42.0,0.0,29.8587786259542,0,48.275862068965516,0.0,33.79310344827586,② デジタルネイティブ・スター,1.2663080517611274
レミオロメン,1,53.0,0.0,12.82824427480916,0,60.91954022988505,0.0,42.643678160919535,② デジタルネイティブ・スター,0.9868807700177464
一青窈,1,1.0,0.0,14.9618320610687,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,1.1652419696947014
三代目 J SOUL BROTERS,1,0.0,0.0,0.0,1,0.0,0.0,0.0,④ その他,0.8900031574183611
三代目 J SOUL BROTHERS,3,18.0,0.0,25.47328244274809,1,20.689655172413794,0.0,14.482758620689655,④ その他,3.274153384986689
三代目 J SOUL BROTHERS from EXILE TRIBE,4,18.0,0.0,23.30152671755725,1,20.689655172413794,0.0,14.482758620689655,③ テレビ先行型スター,3.9708006530750635
三代目 J Soul Brothers,8,18.0,0.0,25.47328244274809,2,20.689655172413794,0.0,14.482758620689655,③ テレビ先行型スター,8.163291610461027
三代目 J Soul Brothers from EXILE TRIBE,3,18.0,0.0,23.29770992366412,1,20.689655172413794,0.0,14.482758620689655,④ その他,3.0413030537727175
三山ひろし,10,33.0,0.0,24.23282442748092,2,37.93103448275862,0.0,26.551724137931032,① 総合スーパースター,10.05877310852809
三浦大知,15,0.0,0.0,27.0,2,0.0,0.0,0.0,③ テレビ先行型スター,14.945025675442862
三浦祐太朗,1,0.0,0.0,17.041984732824428,1,0.0,0.0,0.0,④ その他,1.1637446195823082
上白石萌音,2,0.0,0.0,27.427480916030536,1,0.0,0.0,0.0,④ その他,2.089198377046712
丘みどり,3,32.0,0.0,13.622137404580153,1,36.7816091954023,0.0,25.747126436781606,④ その他,3.0511132166595156
中丸雄一,2,0.0,0.0,1.4389312977099236,1,0.0,0.0,0.0,④ その他,2.1564462850769788
中元みずき,2,0.0,0.0,3.4083969465648853,1,0.0,0.0,0.0,④ その他,1.8713826105331648
中島美嘉,3,0.0,0.0,13.759541984732824,1,0.0,0.0,0.0,④ その他,2.952649293694776
乃木坂46,31,11.0,0.0,38.1793893129771,2,12.643678160919539,0.0,8.850574712643676,③ テレビ先行型スター,30.794369103672462
久保田利伸,1,54.0,0.0,13.34351145038168,0,62.068965517241374,0.0,43.44827586206896,② デジタルネイティブ・スター,1.0828113963984203
亀と山P,2,0.0,0.0,3.732824427480916,1,0.0,0.0,0.0,④ その他,1.848272468816507
五木ひろし,6,43.0,0.0,15.874045801526718,0,49.42528735632184,0.0,34.59770114942528,① 総合スーパースター,5.8463643724083205
今井美樹,1,50.0,0.0,17.919847328244273,0,57.47126436781609,0.0,40.22988505747126,② デジタルネイティブ・スター,1.2200190635394323
伊藤蘭,1,10.0,0.0,4.152671755725191,1,11.494252873563218,0.0,8.045977011494251,④ その他,0.992905033303998
伍代夏子,1,29.0,0.0,9.591603053435117,1,33.33333333333333,0.0,23.33333333333333,④ その他,0.9916894544653102
修二と彰,1,0.0,0.0,23.30916030534351,1,0.0,0.0,0.0,④ その他,1.132067153586822
倉木麻衣,5,53.0,0.0,22.87404580152672,0,60.91954022988505,0.0,42.643678160919535,① 総合スーパースター,5.048792024398771
倖田來未,1,6.0,0.0,24.16412213740458,1,6.896551724137931,0.0,4.827586206896551,④ その他,1.1190254623399856
優里,4,75.0,0.0,24.931297709923665,0,86.20689655172413,0.0,60.34482758620688,① 総合スーパースター,3.9641087484059705
刀剣男士,1,52.0,0.0,33.4236641221374,0,59.770114942528735,0.0,41.83908045977011,② デジタルネイティブ・スター,1.0656264580435355
加山雄三,1,9.0,0.0,5.923664122137405,1,10.344827586206897,0.0,7.241379310344827,④ その他,1.101807690244189
北島三郎,1,39.0,0.0,17.759541984732824,0,44.82758620689655,0.0,31.37931034482758,② デジタルネイティブ・スター,0.9992129340111398
北島兄弟,1,8.0,0.0,2.8435114503816794,1,9.195402298850574,0.0,6.4367816091954015,④ その他,0.8920016886361247
南こうせつ,1,33.0,0.0,4.770992366412214,1,37.93103448275862,0.0,26.551724137931032,② デジタルネイティブ・スター,0.8104240172700752
和楽器バンド,2,0.0,0.0,16.591603053435115,1,0.0,0.0,0.0,④ その他,2.0153408299833604
和田アキ子,1,38.0,0.0,22.740458015267176,0,43.678160919540225,0.0,30.574712643678154,② デジタルネイティブ・スター,1.04333158190313
坂本冬美,10,45.0,0.0,14.591603053435117,2,51.72413793103448,0.0,36.20689655172413,① 総合スーパースター,10.028978370168685
堺正章,1,32.0,0.0,13.244274809160306,1,36.7816091954023,0.0,25.747126436781606,④ その他,1.1820032774695457
増田恵子,1,22.0,0.0,7.244274809160306,1,25.287356321839077,0.0,17.70114942528735,④ その他,0.7146037487706087
大原櫻子,1,0.0,0.0,3.030534351145038,1,0.0,0.0,0.0,④ その他,0.5095087875980281
大塚愛,3,0.0,0.0,15.17557251908397,1,0.0,0.0,0.0,④ その他,2.9388560873555263
大森元貴、SAKURA,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.9001963387361466
大泉洋,1,11.0,0.0,23.240458015267176,1,12.643678160919539,0.0,8.850574712643676,④ その他,1.227369535060196
大泉洋、大森元貴、LE SSERAFIM,1,0.0,0.0,0.0,1,0.0,0.0,0.0,④ その他,0.9793038082069762
大竹しのぶ,1,0.0,0.0,10.206106870229007,1,0.0,0.0,0.0,④ その他,0.9395468464531321
大黒摩季,1,13.0,0.0,6.740458015267175,1,14.942528735632184,0.0,10.459770114942527,④ その他,0.7695648244218758
天童よしみ,10,34.0,0.0,19.900763358778622,2,39.08045977011494,0.0,27.356321839080458,① 総合スーパースター,10.07704173960519
宇多田ヒカル,1,70.0,2.0,21.23282442748092,0,80.45977011494253,8.0,58.721839080459766,② デジタルネイティブ・スター,0.9950317997225164
安全地帯,1,56.0,0.0,13.5,0,64.36781609195401,0.0,45.057471264367805,② デジタルネイティブ・スター,1.0275530935345083
安室奈美恵,1,47.0,0.0,37.71374045801527,0,54.02298850574712,0.0,37.81609195402298,② デジタルネイティブ・スター,0.8331723001230558
宮本浩次,7,1.0,0.0,12.358778625954198,1,1.1494252873563218,0.0,0.8045977011494252,③ テレビ先行型スター,7.038108756308884
家入レオ,3,6.0,1.0,14.65267175572519,1,6.896551724137931,4.0,6.027586206896551,④ その他,2.9568887143632687
寺尾聰,1,0.0,0.0,3.0114503816793894,1,0.0,0.0,0.0,④ その他,0.9162698935690822
小室哲哉+HYDE,1,0.0,0.0,23.95801526717557,1,0.0,0.0,0.0,④ その他,0.9139423179288125
小林幸子,1,39.0,0.0,23.748091603053435,0,44.82758620689655,0.0,31.37931034482758,② デジタルネイティブ・スター,0.9687418175892646
小沢健二,5,45.0,0.0,11.251908396946565,0,51.72413793103448,0.0,36.20689655172413,① 総合スーパースター,5.083173655483001
屋比久知奈,1,0.0,0.0,5.366412213740458,1,0.0,0.0,0.0,④ その他,0.8147597120704373
屋比久知奈＆尾上松也,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.9601901000209603
山下智久,1,33.0,0.0,6.255725190839694,1,37.93103448275862,0.0,26.551724137931032,② デジタルネイティブ・スター,0.8167684461871227
山内惠介,10,0.0,0.0,44.51145038167939,2,0.0,0.0,0.0,③ テレビ先行型スター,9.702704225610555
山寺宏一、櫻坂46、Stray Kids,1,0.0,0.0,1.076335877862595,1,0.0,0.0,0.0,④ その他,0.9562376427948884
山崎育三郎,1,0.0,0.0,7.416030534351145,1,0.0,0.0,0.0,④ その他,1.2363751414261495
山本彩,1,2.0,0.0,15.774809160305344,1,2.2988505747126435,0.0,1.6091954022988504,④ その他,1.1595019834594882
岡崎体育,1,45.0,0.0,19.2175572519084,0,51.72413793103448,0.0,36.20689655172413,② デジタルネイティブ・スター,0.9622154158342422
島津亜矢,5,38.0,0.0,14.0381679389313,0,43.678160919540225,0.0,30.574712643678154,① 総合スーパースター,5.191446115405369
嵐,20,84.0,0.0,9.541984732824428,2,96.55172413793103,0.0,67.58620689655172,① 総合スーパースター,20.10082446675211
嶋大輔,1,21.0,0.0,9.942748091603054,1,24.137931034482758,0.0,16.89655172413793,④ その他,0.7833376942257906
川崎鷹也,1,60.0,2.0,21.083969465648856,0,68.9655172413793,8.0,50.67586206896551,② デジタルネイティブ・スター,0.8948231713764312
工藤静香,2,50.0,0.0,23.736641221374047,0,57.47126436781609,0.0,40.22988505747126,② デジタルネイティブ・スター,1.908202390674259
市川由紀乃,2,29.0,0.0,19.782442748091604,0,33.33333333333333,0.0,23.33333333333333,④ その他,1.8401396074548169
布袋寅泰,1,0.0,0.0,12.00763358778626,1,0.0,0.0,0.0,④ その他,0.927779665371637
平井堅,8,56.0,0.0,29.64503816793893,2,64.36781609195401,0.0,45.057471264367805,① 総合スーパースター,7.997392588069963
平井大,3,0.0,0.0,25.16793893129771,1,0.0,0.0,0.0,④ その他,3.1593580455466492
平手友梨奈（欅坂46）,1,0.0,0.0,16.206106870229007,1,0.0,0.0,0.0,④ その他,1.0660538383350917
広瀬香美,3,4.0,0.0,17.702290076335878,1,4.597701149425287,0.0,3.2183908045977008,④ その他,3.209037027376135
後藤真希,1,30.0,0.0,7.591603053435114,1,34.48275862068965,0.0,24.137931034482754,④ その他,1.3183300227051942
德永英明,1,0.0,0.0,34.25954198473283,1,0.0,0.0,0.0,④ その他,1.0657724820546746
新しい学校のリーダーズ,3,0.0,0.0,11.465648854961833,1,0.0,0.0,0.0,④ その他,2.9098225712368473
新浜レオン,1,28.0,0.0,5.530534351145038,1,32.183908045977006,0.0,22.528735632183903,④ その他,1.2270875066550793
日向坂46,16,0.0,0.0,36.221374045801525,2,0.0,0.0,0.0,③ テレビ先行型スター,15.871084956494018
星野源,21,0.0,10.0,4.614503816793893,3,0.0,40.0,12.0,③ テレビ先行型スター,20.94846839347264
有吉弘行、橋本環奈、伊藤沙莉,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.8680061486140342
有吉弘行、橋本環奈、伊藤沙莉、 花田ゆういちろう、ながたまや、秋元杏月、 佐久本和夢、じゃじゃまる、ぴっころ、ぽろり、 スプー、みもも、やころ、ルチータ,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,1.007537604084729
木村カエラ,1,0.0,0.0,19.3206106870229,1,0.0,0.0,0.0,④ その他,1.1801517208575372
木村昴,1,34.0,0.0,26.133587786259543,0,39.08045977011494,0.0,27.356321839080458,② デジタルネイティブ・スター,0.7335908577608387
村方乃々佳,1,35.0,0.0,6.614503816793893,1,40.229885057471265,0.0,28.160919540229884,② デジタルネイティブ・スター,0.5899620245774744
東京スカパラダイスオーケストラ,2,32.0,0.0,15.568702290076336,0,36.7816091954023,0.0,25.747126436781606,④ その他,2.2950848661753183
東京事変,4,0.0,1.0,11.14885496183206,1,0.0,4.0,1.2,③ テレビ先行型スター,3.6612055834495036
東京都交響楽団,2,31.0,0.0,13.19465648854962,1,35.632183908045974,0.0,24.94252873563218,④ その他,1.9653660532785713
松たか子,1,51.0,0.0,14.50763358778626,0,58.62068965517241,0.0,41.03448275862068,② デジタルネイティブ・スター,1.0004887565526872
松下奈緒,1,31.0,0.0,16.68320610687023,1,35.632183908045974,0.0,24.94252873563218,④ その他,1.012269269969605
松任谷由実,3,57.0,0.0,13.099236641221374,0,65.51724137931033,0.0,45.86206896551723,② デジタルネイティブ・スター,2.975340201791156
松平健,2,33.0,0.0,11.404580152671755,1,37.93103448275862,0.0,26.551724137931032,② デジタルネイティブ・スター,2.188308451221342
松田聖子,6,59.0,0.0,2.935114503816794,0,67.81609195402298,0.0,47.47126436781608,① 総合スーパースター,6.051288396214516
柴咲コウ,1,3.0,0.0,19.27480916030534,1,3.4482758620689653,0.0,2.4137931034482754,④ その他,1.2654339950745983
桐谷健太,2,24.0,0.0,8.022900763358779,1,27.586206896551722,0.0,19.310344827586203,④ その他,1.9890402349720702
桑田佳祐,5,59.0,0.0,17.96946564885496,0,67.81609195402298,0.0,47.47126436781608,① 総合スーパースター,5.193614008515502
梅沢富美男,1,0.0,0.0,30.52671755725191,1,0.0,0.0,0.0,④ その他,1.0661076681709931
森七菜,1,37.0,0.0,7.961832061068702,1,42.5287356321839,0.0,29.77011494252873,② デジタルネイティブ・スター,0.6919907323130616
森山直太朗,2,3.0,0.0,17.435114503816795,1,3.4482758620689653,0.0,2.4137931034482754,④ その他,2.165470656514405
森進一,1,0.0,0.0,6.870229007633588,1,0.0,0.0,0.0,④ その他,0.9676510964688307
森高千里,1,0.0,0.0,19.2175572519084,1,0.0,0.0,0.0,④ その他,0.846272499768081
椎名林檎,7,11.0,0.0,23.20229007633588,1,12.643678160919539,0.0,8.850574712643676,③ テレビ先行型スター,6.920164125321638
椎名林檎ともも,1,0.0,0.0,0.4885496183206106,1,0.0,0.0,0.0,④ その他,0.9910965875065051
椎名林檎と松崎ナオ,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,1.3305848482236564
槇原敬之,2,23.0,0.0,37.045801526717554,0,26.4367816091954,0.0,18.505747126436777,④ その他,1.991907240015208
橋本環奈、浜辺美波,1,0.0,0.0,3.9198473282442743,1,0.0,0.0,0.0,④ その他,0.8622795003289899
櫻井翔,1,39.0,0.0,4.385496183206107,1,44.82758620689655,0.0,31.37931034482758,② デジタルネイティブ・スター,1.1415030318240156
櫻坂46,11,63.0,0.0,40.70992366412214,2,72.41379310344827,0.0,50.68965517241379,① 総合スーパースター,10.840944509529177
欅坂46,12,0.0,0.0,7.851145038167939,1,0.0,0.0,0.0,③ テレビ先行型スター,12.078581331492641
武田真治,1,23.0,0.0,21.244274809160306,1,26.4367816091954,0.0,18.505747126436777,④ その他,0.988429506072419
氣志團,1,29.0,0.0,14.3206106870229,1,33.33333333333333,0.0,23.33333333333333,④ その他,0.8873270090074767
水森かおり,10,32.0,0.0,22.3206106870229,2,36.7816091954023,0.0,25.747126436781606,③ テレビ先行型スター,9.903991016982726
氷川きよし,9,44.0,0.0,14.950381679389311,0,50.574712643678154,0.0,35.4022988505747,① 総合スーパースター,9.122892470680839
池田エライザ,1,27.0,0.0,3.4656488549618323,1,31.034482758620687,0.0,21.72413793103448,④ その他,0.8234917497200471
浜崎あゆみ,1,0.0,0.0,18.870229007633583,1,0.0,0.0,0.0,④ その他,1.0572535376123429
浜田ばみゅばみゅ,1,0.0,0.0,1.9694656488549616,1,0.0,0.0,0.0,④ その他,1.1758120464384612
清塚信也,2,0.0,0.0,9.557251908396946,1,0.0,0.0,0.0,④ その他,1.9280752213615926
清水美依紗,2,0.0,0.0,9.4618320610687,1,0.0,0.0,0.0,④ その他,1.752735663476835
渡辺直美,1,26.0,0.0,7.942748091603053,1,29.885057471264368,0.0,20.919540229885055,④ その他,0.9363463369629875
玉置浩二,2,53.0,0.0,12.713740458015268,0,60.91954022988505,0.0,42.643678160919535,② デジタルネイティブ・スター,1.8632947760557426
瑛人,2,34.0,0.0,8.473282442748092,1,39.08045977011494,0.0,27.356321839080458,② デジタルネイティブ・スター,1.722026034947716
生田絵梨花,2,1.0,0.0,12.083969465648854,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,2.072401065279325
田島貴男（Original Love）,1,29.0,0.0,0.0,1,33.33333333333333,0.0,23.33333333333333,④ その他,1.145723165455898
由薫,2,5.0,1.0,7.576335877862595,1,5.747126436781609,4.0,5.222988505747126,④ その他,1.9608021691165094
石丸幹二,2,2.0,0.0,17.790076335877863,1,2.2988505747126435,0.0,1.6091954022988504,④ その他,1.9349883218849244
石川さゆり,12,44.0,0.0,9.931297709923664,2,50.574712643678154,0.0,35.4022988505747,① 総合スーパースター,12.017832450945166
福山雅治,16,57.0,0.0,20.64503816793893,2,65.51724137931033,0.0,45.86206896551723,① 総合スーパースター,16.019424377445848
福田こうへい,2,0.0,0.0,25.20229007633588,1,0.0,0.0,0.0,④ その他,1.9735910373994179
秦基博,4,2.0,0.0,31.438931297709924,1,2.2988505747126435,0.0,1.6091954022988504,③ テレビ先行型スター,4.305873259625435
稲葉浩志,1,0.0,0.0,9.33206106870229,1,0.0,0.0,0.0,④ その他,0.9323296776100404
竹下景子・武田鉄矢・田中健・松崎しげる,1,0.0,0.0,0.4427480916030534,1,0.0,0.0,0.0,④ その他,1.1942264456632206
竹内まりや,1,0.0,0.0,12.759541984732824,1,0.0,0.0,0.0,④ その他,1.0036740468676058
竹原ピストル,1,1.0,0.0,19.84351145038168,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,1.1415624942477387
篠原涼子,1,41.0,0.0,8.629770992366412,0,47.12643678160919,0.0,32.98850574712643,② デジタルネイティブ・スター,0.9134603595653146
米津玄師,2,0.0,20.0,11.687022900763358,3,0.0,80.0,24.0,④ その他,2.322043559464006
紅白出演者有志,3,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,3.01462569080023
紅白有志の皆さん,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.9445589693755827
純烈,6,7.0,0.0,21.396946564885496,1,8.045977011494251,0.0,5.632183908045976,③ テレビ先行型スター,5.89366004419984
純烈（ダチョウ倶楽部・有吉弘行）,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.9033776662223902
細川たかし,3,38.0,0.0,6.702290076335878,1,43.678160919540225,0.0,30.574712643678154,② デジタルネイティブ・スター,2.9352603506131456
絢香,3,56.0,0.0,26.16030534351145,0,64.36781609195401,0.0,45.057471264367805,② デジタルネイティブ・スター,2.6935688353493497
緑黄色社会,8,0.0,0.0,23.66793893129771,1,0.0,0.0,0.0,③ テレビ先行型スター,7.976046549187755
美炎-BIEN-,1,10.0,0.0,0.0,1,11.494252873563218,0.0,8.045977011494251,④ その他,1.220221955978659
美輪明宏,1,21.0,0.0,20.15648854961832,1,24.137931034482758,0.0,16.89655172413793,④ その他,0.981350761214018
花*花,1,71.0,0.0,65.85114503816794,0,81.60919540229885,0.0,57.12643678160919,② デジタルネイティブ・スター,1.10212748483639
荻野目洋子,2,44.0,0.0,20.1793893129771,0,50.574712643678154,0.0,35.4022988505747,② デジタルネイティブ・スター,2.0426251226921996
菅田将暉,3,0.0,0.0,10.01908396946565,1,0.0,0.0,0.0,④ その他,2.9880778647196244
薬師丸ひろ子,2,51.0,0.0,10.874045801526718,0,58.62068965517241,0.0,41.03448275862068,② デジタルネイティブ・スター,1.9101598936521818
藤あや子,1,29.0,0.0,19.938931297709924,0,33.33333333333333,0.0,23.33333333333333,④ その他,0.8231817796250697
藤井フミヤ,1,46.0,0.0,15.557251908396946,0,52.8735632183908,0.0,37.011494252873554,② デジタルネイティブ・スター,0.9225101668124451
藤井隆,1,39.0,0.0,25.606870229007637,0,44.82758620689655,0.0,31.37931034482758,② デジタルネイティブ・スター,1.0959219514107676
藤井風,3,0.0,0.0,16.67557251908397,1,0.0,0.0,0.0,④ その他,2.9812068296484973
藤原さくら,1,43.0,0.0,15.0,0,49.42528735632184,0.0,34.59770114942528,② デジタルネイティブ・スター,0.9988262319038149
西内まりや,2,0.0,0.0,3.473282442748092,1,0.0,0.0,0.0,④ その他,2.022042682561205
西野カナ,14,66.0,0.0,10.3206106870229,2,75.86206896551724,0.0,53.103448275862064,① 総合スーパースター,14.271135752635773
豊原江理佳,1,1.0,0.0,3.286259541984733,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,0.8344541378538408
近藤真彦,1,0.0,0.0,2.8893129770992365,1,0.0,0.0,0.0,④ その他,1.0146080409960851
郷ひろみ,11,48.0,0.0,15.721374045801529,2,55.172413793103445,0.0,38.620689655172406,① 総合スーパースター,11.01330475500778
鈴木雅之,4,54.0,0.0,15.969465648854962,0,62.068965517241374,0.0,43.44827586206896,① 総合スーパースター,3.8506354000717695
関ジャニ∞,24,0.0,0.0,16.866412213740457,2,0.0,0.0,0.0,③ テレビ先行型スター,24.144568093692097
青山テルマ,1,0.0,0.0,9.145038167938932,1,0.0,0.0,0.0,④ その他,1.1236401413799342
香西かおり,1,37.0,0.0,31.29770992366412,0,42.5287356321839,0.0,29.77011494252873,② デジタルネイティブ・スター,0.9688983824072316
高嶋ちさ子,1,32.0,0.0,12.385496183206106,1,36.7816091954023,0.0,25.747126436781606,④ その他,0.9735829752418877
高橋優,1,13.0,0.0,15.026717557251908,1,14.942528735632184,0.0,10.459770114942527,④ その他,0.8067644623629815
高橋洋子,2,54.0,0.0,8.19083969465649,0,62.068965517241374,0.0,43.44827586206896,② デジタルネイティブ・スター,2.0417095574525805
髙橋真梨子,4,0.0,0.0,12.526717557251908,1,0.0,0.0,0.0,③ テレビ先行型スター,3.960639023149429
麻倉未稀,1,33.0,0.0,4.931297709923665,1,37.93103448275862,0.0,26.551724137931032,② デジタルネイティブ・スター,0.8570572106101539
［Alexandros］,3,62.0,0.0,0.0,0,71.26436781609195,0.0,49.88505747126436,② デジタルネイティブ・スター,3.0789675795357967
