artist,total_tv_appearances,spotify_popularity,youtube_hit_appearances,google_trends_score,cluster,spotify_norm,youtube_norm,digital_popularity_score,kmeans_cluster_optimal
大塚愛,3,0.0,0.0,15.17557251908397,1,0.0,0.0,0.0,1
大森元貴、SAKURA,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
大泉洋,1,11.0,0.0,23.240458015267176,1,12.643678160919539,0.0,8.850574712643676,1
大泉洋、大森元貴、LE SSERAFIM,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
大竹しのぶ,1,0.0,0.0,10.206106870229007,1,0.0,0.0,0.0,1
大黒摩季,1,13.0,0.0,6.740458015267175,1,14.942528735632184,0.0,10.459770114942527,1
天童よしみ,10,34.0,0.0,19.900763358778622,2,39.08045977011494,0.0,27.356321839080458,0
宇多田ヒカル,1,70.0,2.0,21.23282442748092,0,80.45977011494253,8.0,58.721839080459766,2
安全地帯,1,56.0,0.0,13.5,0,64.36781609195401,0.0,45.057471264367805,3
安室奈美恵,1,47.0,0.0,37.71374045801527,0,54.02298850574712,0.0,37.81609195402298,3
宮本浩次,7,1.0,0.0,12.358778625954198,1,1.1494252873563218,0.0,0.8045977011494252,1
家入レオ,3,6.0,1.0,14.65267175572519,1,6.896551724137931,4.0,6.027586206896551,1
寺尾聰,1,0.0,0.0,3.0114503816793894,1,0.0,0.0,0.0,1
小室哲哉+HYDE,1,0.0,0.0,23.95801526717557,1,0.0,0.0,0.0,1
小林幸子,1,39.0,0.0,23.748091603053435,0,44.82758620689655,0.0,31.37931034482758,0
小沢健二,5,45.0,0.0,11.251908396946565,0,51.72413793103448,0.0,36.20689655172413,3
屋比久知奈,1,0.0,0.0,5.366412213740458,1,0.0,0.0,0.0,1
屋比久知奈＆尾上松也,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
山下智久,1,33.0,0.0,6.255725190839694,1,37.93103448275862,0.0,26.551724137931032,0
山内惠介,10,0.0,0.0,44.51145038167939,2,0.0,0.0,0.0,1
山寺宏一、櫻坂46、Stray Kids,1,0.0,0.0,1.076335877862595,1,0.0,0.0,0.0,1
山崎育三郎,1,0.0,0.0,7.416030534351145,1,0.0,0.0,0.0,1
山本彩,1,2.0,0.0,15.774809160305344,1,2.2988505747126435,0.0,1.6091954022988504,1
岡崎体育,1,45.0,0.0,19.2175572519084,0,51.72413793103448,0.0,36.20689655172413,3
島津亜矢,5,38.0,0.0,14.0381679389313,0,43.678160919540225,0.0,30.574712643678154,0
嵐,20,84.0,0.0,9.541984732824428,2,96.55172413793103,0.0,67.58620689655172,2
嶋大輔,1,21.0,0.0,9.942748091603054,1,24.137931034482758,0.0,16.89655172413793,0
川崎鷹也,1,60.0,2.0,21.083969465648856,0,68.9655172413793,8.0,50.67586206896551,3
工藤静香,2,50.0,0.0,23.736641221374047,0,57.47126436781609,0.0,40.22988505747126,3
市川由紀乃,2,29.0,0.0,19.782442748091604,0,33.33333333333333,0.0,23.33333333333333,0
布袋寅泰,1,0.0,0.0,12.00763358778626,1,0.0,0.0,0.0,1
平井堅,8,56.0,0.0,29.64503816793893,2,64.36781609195401,0.0,45.057471264367805,3
平井大,3,0.0,0.0,25.16793893129771,1,0.0,0.0,0.0,1
平手友梨奈（欅坂46）,1,0.0,0.0,16.206106870229007,1,0.0,0.0,0.0,1
広瀬香美,3,4.0,0.0,17.702290076335878,1,4.597701149425287,0.0,3.2183908045977008,1
