year,program,artist,appearances,song,tags,type,origin,associated_acts,members,MB_Producers,MB_MemberOf,Wiki_Summary,spotify_followers,spotify_popularity,artist_category
2018,ミュージックステーションスーパーライブ,Boyz II Men,,,"R&B, ニュージャックスウィング",男性グループ,"アメリカ合衆国, フィラデルフィア",,"ネイザン, モリス, ショーン, ストックマン, ウォンヤ, モリス",情報なし,"Marc Nelson, Black Men United, Nathan Morris, Wanya Morris, Shawn Stockman",ボーイズIIメン（ボーイズ・トゥ・メン、英語: Boyz II Men）は、米国フィラデルフィア出身のボーカル・グループ。,3527511.0,71.0,男性グループ
2018,ミュージックステーションスーパーライブ,CHEMISTRY,,,"J-POP, R&B",Group,日本,,"川畑要, （, ボーカル, ）, 堂珍嘉邦, （, ボーカル, ）",情報なし,"堂珍嘉邦, 川畑要",CHEMISTRY（ケミストリー）は、日本の男性ヴォーカルデュオ。公式ファンクラブ名は「chemistry club」。,398541.0,51.0,男性グループ
2018,ミュージックステーションスーパーライブ,DA PUMP,,,"J-POP, ダンス, ポップ, ヒップホップ",Group,日本,"m.c.A, T, 今井大介, SASA, Shungo.","ISSA, YORI, TOMO, KIMI, U-YEAH, KENZO",情報なし,"SHINOBU, YUKINARI, KEN, ISSA, DAICHI, KENZO, KIMI, TOMO, U‐YEAH, YORI",概要なし,372701.0,49.0,その他
2018,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, EDM",Group,日本,,,情報なし,"Vini Lopez, David Sancious, David Sancious, David Sancious, Danny Federici, Danny Federici, Clarence Clemons, Garry Tallent, Ernest Carter, Roy Bittan, Roy Bittan, Roy Bittan, Max Weinberg, צרויה להב, Little Steven, Little Steven, Nils Lofgren, Patti Scialfa, Patti Scialfa, Soozie Tyrell, Soozie Tyrell, Charles Giordano, Charles Giordano, Charles Giordano, Jake Clemons, Jake Clemons, Anthony Almonte, Barry Danielian, Ada Dyer, Curtis King, Lisa Lowell, Ed Manion, Ozzie Melendez, Michelle Moore, Curt Ramm, The Asbury Park All‐Star Revue",E-girls（イー・ガールズ）は、日本の女性ダンス&ボーカルグループ。2011年から2020年まで活動していた。所属事務所はLDH JAPAN。レーベルはrhythm zone。,485371.0,48.0,女性グループ
2018,ミュージックステーションスーパーライブ,EXILE,,,"J-POP, ダンス, ポップ, R&B, ヒップホップ",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹",情報なし,"清木場俊介, HIRO, DJ MAKIDAI, EXILE ATSUSHI, MATSU, USA, AKIRA, 田﨑敬浩, EXILE SHOKICHI, KEIJI, KENCHI, NAOKI, NAOTO, NESMITH, TETSUYA, 岩田剛典, 佐藤大樹, 世界, 関口メンディー, 白濱亜嵐",EXILE（エグザイル）は、日本のダンス&ボーカルグループ。所属事務所はLDH JAPAN。レーベルはrhythm zone。,1073739.0,62.0,男性グループ
2018,ミュージックステーションスーパーライブ,EXILE ATSUSHI,,,"J-POP, エレクトロニカ, ダンス, ポップ, R&B",ソロ,"日本, 埼玉県, 越谷市","EXILE, COLOR, RED DIAMOND DOGS",,情報なし,"EXILE, J Soul Brothers, RED DIAMOND DOGS",EXILE ATSUSHI（エグザイル アツシ、1980年4月30日 - ）は、日本の歌手、作詞家、作曲家。EXILEのメンバー。COLORのメンバーおよび元プロデューサー。,258174.0,47.0,男性ソロ
2018,ミュージックステーションスーパーライブ,GENERATIONS,,,J-POP,maleソロ,Kōchi,,,情報なし,"Leonardo Corradi, Tony Match, Fred Wesley",「GENERATIONS」（ジェネレーションズ）は、柿原徹也の楽曲。宮崎誠により制作された。2枚目のシングルとして2013年9月18日にKiramuneから発売された。,692476.0,53.0,男性グループ
2018,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,J-POP,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太",情報なし,"森本龍太郎, 岡本圭人, 有岡大貴, 知念侑李, 伊野尾慧, 中島裕翔, 髙木雄也, 薮宏太, 山田涼介, 八乙女光, Hey! Say! 7, Hey! Say! BEST",Hey! Say! JUMP（ヘイ セイ ジャンプ）は、日本の男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。所属レコード会社はストームレーベルズ。2007年9月24日結成発表。2007年11月14日、CDデビュー。,211048.0,59.0,男性グループ
2018,ミュージックステーションスーパーライブ,KAT-TUN,,,J-POP,Group,日本,,,情報なし,"赤西仁, 田中聖, 田口淳之介, 亀梨和也, 中丸雄一, 上田竜也",概要なし,144142.0,31.0,その他
2018,ミュージックステーションスーパーライブ,KICK THE CAN CREW,,,ヒップホップ,Group,日本,,"LITTLE, KREVA, MCU",情報なし,"KREVA, KREVA, LITTLE, MCU, CASSETTE VISION",KICK THE CAN CREW（キック・ザ・カン・クルー）は、日本のヒップホップグループ。3MC。所属レコード会社はビクターエンタテインメント（インディーズおよびLP版は「BURGER INN RECORDS」でリリース）。通称「キック」。RHYMESTERらが在籍するコミュニティFUNKY GRAMMAR UNITや神輿ロッカーズの一員でもある。,155320.0,36.0,その他
2018,ミュージックステーションスーパーライブ,KinKi Kids,,,"J-POP, ダンス, ポップ",Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛",情報なし,"堂本光一, 堂本剛",KinKi Kids（キンキ・キッズ）は、堂本光一、堂本剛の2人による日本の男性アイドルデュオ。所属事務所はSTARTO ENTERTAINMENT。レコードレーベルはELOV-Label。略称は「キンキ」「KinKi」。中国語表記は「近畿小子」。,145586.0,62.0,男性グループ
2018,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,J-POP,男性グループ,日本,,"千賀健永, 宮田俊哉, 横尾渉, 藤ヶ谷太輔, 玉森裕太, 二階堂高嗣",情報なし,"飯田恭平, 北山宏光, 藤ヶ谷太輔, 宮田俊哉, 二階堂高嗣, 千賀健永, 玉森裕太, 横尾渉",Kis-My-Ft2（キスマイフットツー）は、日本の男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。レーベルはavex traxを経てMENT RECORDING。略称は「キスマイ」。,41569.0,53.0,男性グループ
2018,ミュージックステーションスーパーライブ,Little Glee Monster,,,J-POP,Group,日本,,"かれん（古賀かれん）, MAYU（吉田真悠）, アサヒ（小林あさひ）, ミカ（藤平美香）, 結海（永井結海）, miyou（カマラみゆアイダ）",情報なし,"荒井麻珠, 芹奈, アサヒ, かれん, Buzz Connections, manaka, MAYU",概要なし,812411.0,56.0,その他
2018,ミュージックステーションスーパーライブ,May J.,,,"J-POP, R&B",ソロ,"日本, 東京都",,,情報なし,情報なし,概要なし,6183967.0,79.0,女性ソロ
2018,ミュージックステーションスーパーライブ,NEWS,,,"J-POP, バンド",Group,Tokyo,,,情報なし,"Taka, 草野博紀, 内博貴, 錦戸亮, 山下智久, 手越祐也, 加藤シゲアキ, 小山慶一郎, 増田貴久",ニュース (news) ・NEWS,670.0,27.0,その他
2018,ミュージックステーションスーパーライブ,Perfume,,,"J-POP, テクノ歌謡, テクノポップ, エレクトロニカ, フューチャーポップ, EDM, チップチューン, テクノ, シンセポップ, ハウス, エレクトロ, ポップ, フューチャー, ベース",Group,"日本, 広島県","中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）",情報なし,"河島佑香, 樫野有香, 西脇綾香, 大本彩乃, チーム・アミューズ!!",Perfume（パフューム）は、日本の音楽ユニット。中田ヤスタカが楽曲プロデュースする広島県出身の3人組テクノポップユニットである。,890528.0,59.0,女性グループ
2018,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"J-POP, インディー, ポップ, スタジアム, ロック, EDM, ジャズ",Group,"日本, 東京都, 大田区","CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）",情報なし,"藤崎彩織, Fukase, DJ LOVE, Nakajin",概要なし,2989922.0,67.0,その他
2018,ミュージックステーションスーパーライブ,Sexy Zone,,,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝",情報なし,"長瀬実夕, 長瀬実夕, 町田紀彦, 舞衣子, 舞衣子, 舞衣子, MIZUHO, 西村朝香, 西村朝香, TAKAYO",timelesz（タイムレス）は、日本の8人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT、所属レコードレーベルはOver The Top。ファンネームは「secondz」（セカンズ）、マスコットキャラクターは「TAM」。,200.0,0.0,男性グループ
2018,ミュージックステーションスーパーライブ,TWICE,,,"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,,,情報なし,"채영, 다현, JEONGYEON, JIHYO, MINA, もも, NAYEON, SANA, TZUYU",TWICE（トゥワイス）,22345538.0,87.0,その他
2018,ミュージックステーションスーパーライブ,WANIMA,,,"パンク, ロック, ポップ, パンク, メロディック, ハードコア, スカ",Group,"日本, 熊本県",,"KENTA（, ボーカル, ベース, ）, KO-SHIN（, ギター, コーラス, ）, FUJI（, ドラムス, コーラス）",情報なし,KENTA,WANIMA（ワニマ）は、日本のスリーピースロックバンド。所属事務所はKENTA(Vo/B)が代表を務める株式会社Bear Book。所属レーベルはワーナーミュージック・ジャパン傘下のunBORDE。,1429874.0,63.0,男女混合グループ
2018,ミュージックステーションスーパーライブ,aiko,,,J-POP,femaleソロ,"日本, 大阪府, 吹田市","島田昌典, OSTER project, トオミヨウ",,情報なし,Radio Darlings,概要なし,57.0,13.0,女性ソロ
2018,ミュージックステーションスーパーライブ,あいみょん,,,J-POP,femaleソロ,"日本, 兵庫県, 西宮市",,,情報なし,Radio Bestsellers,概要なし,125.0,4.0,女性ソロ
2018,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,,情報なし,"岩沢厚治, 北川悠仁, THE HAJIMALS",ユズ（柚子、学名: Citrus junos）はミカン科ミカン属の常緑小高木。柑橘類の1つ。ホンユズとも呼ばれる。消費量・生産量ともに日本が最大である。果実の酸味と香りが好まれて、果汁は少なく、主に果皮を日本料理の香りづけに使う。,1974458.0,59.0,その他
2018,ミュージックステーションスーパーライブ,コブクロ,,,"J-POP, フォークロック, ポップ",Group,"日本, 大阪府, 堺市",,"黒田俊介, （, ボーカル, ）, 小渕健太郎, （ボーカル, ギター, ）",情報なし,"小渕健太郎, 黒田俊介",コブクロ（ローマ字表記: KOBUKURO）は、黒田俊介と小渕健太郎からなる日本の音楽デュオ。所属レーベルはワーナーミュージック・ジャパン。所属芸能事務所はミノスケオフィスコブクロで、研音と業務提携している。,985.0,10.0,その他
2018,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）,,情報なし,"喜矢武豊, 樽美酒研二, ゴールデン・イクシオン・ボンバー DT, 歌広場淳, 鬼龍院翔",ゴールデンボンバー (英: golden bomber）,395.0,1.0,その他
2018,ミュージックステーションスーパーライブ,ジャニーズWEST,,,J-POP,男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望",情報なし,情報なし,WEST.（ウエスト）は、日本の7人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。レコード会社はELOV-Label。2014年4月23日にジャニーズWEST（ジャニーズウエスト）名義で『ええじゃないか』でCDデビュー。,,,男性グループ
2018,ミュージックステーションスーパーライブ,スガシカオ,,,"J-POP, ポップ, ロック, ファンク, ソウル, ファンク, ジャズ",maleソロ,"日本, 東京都, 渋谷区",kōkua,,情報なし,"kōkua, Shikao & the Family Sugar, Radio Bestsellers, Sugar & The Radio Fire, RADIO SOUL20",スガ シカオ（1966年〈昭和41年〉7月28日 - ）は、日本のシンガーソングライター、音楽プロデューサー。本名、菅 止戈男[注 1]（すが しかお）。東京都出身。,,,男性ソロ
2018,ミュージックステーションスーパーライブ,スキマスイッチ,,,"J-POP, ポップ, ロック, ジャズ",Group,日本,,"大橋卓弥, （, ボーカル, ギター, ）, 常田真太郎, （, ピアノ, コーラス, ）",情報なし,"大橋卓弥, 常田真太郎","スキマスイッチは、大橋卓弥と常田真太郎からなる日本の音楽ユニット。所属事務所はオフィスオーガスタ。レーベルはオーガスタレコード。
1999年結成。2003年メジャー・デビュー。略称は「スキマ」。",45.0,1.0,その他
2018,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,"ロック, J-POP, ポップ, ロック, ラテン",Group,"日本, 広島県, 因島",田村充義,"岡野昭仁, （, ボーカル, ）, 新藤晴一, （, ギター, ）",情報なし,"Tama, 岡野昭仁, チーム・アミューズ!!, 新藤晴一",概要なし,7.0,4.0,その他
2018,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, EDM",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI",情報なし,"ELLY, 今市隆二, 岩田剛典, 小林修己, NAOTO, 登坂広臣, 山下健二郎",三代目 J SOUL BROTHERS from EXILE TRIBE（さんだいめ・ジェイ・ソウル・ブラザーズ・フロム・エグザイル・トライブ）は、日本のダンス&ボーカルグループ。J Soul Brothersの三代目として2010年に結成された。所属事務所はLDH JAPAN。レーベルはrhythm zone。,6989.0,18.0,男性グループ
2018,ミュージックステーションスーパーライブ,三浦大知,,,"R&B, J-POP, ポップ",ソロ,"日本, 沖縄県","KREVA, Folder",,情報なし,"Folder, RADIO MONKEES",概要なし,10.0,0.0,男性ソロ
2018,ミュージックステーションスーパーライブ,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照",情報なし,"永島聖羅, 深川麻衣, 伊藤万理華, 中元日芽香, 川村真洋, 生駒里奈, 斎藤ちはる, 若月佑美, 能條愛未, 川後陽菜, 西野七瀬, 衛藤美彩, 斉藤優里, 桜井玲香, 井上小百合, 中田花奈, 松村沙友理, 高山一実, 生田絵梨花, 星野みなみ, 樋口日奈, 和田まあや, 齋藤飛鳥, 秋元真夏, 白石麻衣, 伊藤純奈, 伊藤かりん, 堀未央奈, 渡辺みり愛, 新内眞衣, 山崎怜奈, 鈴木絢音, 寺田蘭世, 佐々木琴子, 北野日奈子, 西川七海, 松井玲奈, 相楽伊織, 伊藤かりん, 寺田蘭世, 大園桃子, 山下美月, 阪口珠美, 向井葉月, 与田祐希, 伊藤理々杏, 岩本蓮加, 久保史緒里, 中村麗乃, 佐藤楓, 梅澤美波, 吉田綾乃クリスティー, 早川聖来, 遠藤さくら, 賀喜遥香, 金川紗耶, 掛橋沙耶香, 北川悠理, 清宮レイ, 柴田柚菜, 田村真佑, 筒井あやめ, 矢久保美緒, 林瑠奈, 黒見明香, 松尾美佑, 佐藤璃果, 弓木奈於, 一ノ瀬美空, 池田瑛紗, 井上和, 五百城茉央, 川﨑桜, 中西アルノ, 小川彩, 岡本姫奈, 奥田いろは, 菅原咲月, 冨里奈央, 海邉朱莉, 川端晃菜, 大越ひなの, 愛宕心響, 増田三莉音, 瀬戸口心月, 矢田萌華, 小津玲奈, 長嶋凛桜, 森平麗心, 鈴木佑捺",概要なし,263.0,11.0,女性グループ
2018,ミュージックステーションスーパーライブ,和楽器バンド,,,"J-POP, フォークロック, メタル",Group,日本,,"鈴華ゆう子, （, ボーカル, ）, いぶくろ聖志（, 箏, ）, 神永大輔, （, 尺八, ）, 蜷川べに, （, 津軽三味線, ）, 黒流（, 和太鼓, ）, 町屋（, ギター, コーラス, ）, 亜沙, （, ベース, ）, 山葵（, ドラムス, ）",情報なし,"亜沙, いぶくろ聖志, 神永大輔, 黒流, 町屋, 蜷川べに, 鈴華ゆう子, 山葵",和楽器バンド（わがっきバンド）は、日本の8人組ロックバンド。尺八・箏・津軽三味線・和太鼓の和楽器に、ギター・ベース・ドラムの洋楽器を加え、詩吟の師範がボーカルを担当するという編成である。,,,その他
2018,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,,情報なし,"相葉雅紀, 松本潤, 二宮和也, 大野智, 櫻井翔",嵐（あらし、英語: storm）は、激しく吹く風、強風、暴風、損害を引き起こすような強風を指す言葉で、暴風雨のように雨や雪、雷を伴うものも含む。,14438900.0,84.0,その他
2018,ミュージックステーションスーパーライブ,広瀬香美,,,J-POP,femaleソロ,"日本, 福岡県, 筑紫郡, 筑紫野町（現在の, 筑紫野市, ）",田村充義,,情報なし,情報なし,広瀬 香美（ひろせ こうみ、1966年4月12日 - ）は、日本のシンガーソングライター、作詞家、作曲家、編曲家、音楽プロデューサー、ボイストレーナー。福岡県筑紫野市出身。血液型O型。Muse Endeavor inc.所属で、JVCケンウッド・ビクターエンタテインメントと契約。,169.0,4.0,女性ソロ
2018,ミュージックステーションスーパーライブ,星野源,,,"J-POP, フォーク, ダンス",ソロ,"日本, 埼玉県, 川口市","SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ, オカモト, 長岡亮介, ほか",,情報なし,SAKEROCK,星野 源（ほしの げん、1981年1月28日 - ）は、日本の音楽家、俳優、文筆家。埼玉県出身。妻は女優の新垣結衣。,,,男性ソロ
2018,ミュージックステーションスーパーライブ,欅坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照",情報なし,"米谷奈々未, 今泉佑唯, 志田愛佳, 織田奈那, 鈴本美愉, 長沢菜々香, 石森虹花, 佐藤詩織, 守屋茜, 渡辺梨加, 渡邉理佐, 原田葵, 尾関梨香, 菅井友香, 土生瑞穂, 小林由依, 小池美波, 齋藤冬優花, 上村莉菜, 長濱ねる, 松平璃子, 関有美子, 藤吉夏鈴, 井上梨名, 松田里奈, 森田ひかる, 武元唯衣, 田村保乃, 山﨑天, 遠藤光莉, 幸阪茉里乃, 増本綺良, 守屋麗奈, 大沼晶保, 大園玲, 石森璃花, 小島凪紗, 的野美青, 向井純葉, 村井優, 村山美羽, 中嶋優月, 小田倉麗奈, 谷口愛季, 山下瞳月, 遠藤理子",概要なし,,,女性グループ
2018,ミュージックステーションスーパーライブ,武田真治,,,"舞台, 映画, テレビドラマ, ナレーター",maleソロ,Nagoya,,,情報なし,Nintendo,武田 真治（たけだ しんじ、1972年〈昭和47年〉12月18日 - ）は、日本の俳優、タレント、サクソフォーン奏者[注 1]。ホリプロ所属。愛称は「シンディ」。北海道札幌市出身。妻は静まなみ。,101.0,23.0,男性ソロ
2018,ミュージックステーションスーパーライブ,菅田将暉,,,"テレビドラマ, 映画, 舞台, CM",ソロ,Minoh,,,情報なし,情報なし,菅田 将暉（すだ まさき、1993年〈平成5年〉2月21日 - ）は、日本の俳優、歌手。本名、菅生 大将（すごう たいしょう）。大阪府箕面市出身[注 1]。トップコート所属。妻は女優の小松菜奈。実弟はシンガーソングライターのこっちのけんと、俳優の菅生新樹。,,,男性ソロ
2018,ミュージックステーションスーパーライブ,西野カナ,,,"J-POP, R&B",femaleソロ,"日本, 三重県, 松阪市","GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",,情報なし,情報なし,概要なし,1956178.0,66.0,女性ソロ
2018,ミュージックステーションスーパーライブ,関ジャニ∞,,,"ロック, ポップ, ロック, J-POP, 演歌",男性グループ,"日本, 大阪府",,"横山裕, （, ボーカル, パーカッション, トランペット, ギター, ）, 村上信五, （ボーカル, キーボード, ）, 丸山隆平, （ボーカル, ベース, ）, 安田章大, （メインボーカル, ギター）, 大倉忠義, （ボーカル, ドラムス, ）",情報なし,"THE BLACK MAGES, The Star Onions, The Hanjuku Mages, コナミ矩形波倶楽部",SUPER EIGHT（スーパーエイト）は、日本の男性アイドルグループ、ロックバンド。所属事務所はSTARTO ENTERTAINMENT。所属レーベルは自身が設立した自主レーベルのINFINITY RECORDS[注 4]。公式ファンネームは「eighter」（エイター）[注 5]。2024年2月4日より関ジャニ∞（かんジャニエイト）から現名称にグループ名を変更した。,,,男性ソロ
2018,ミュージックステーションスーパーライブ,青山テルマ,,,"J-POP, R&B",femaleソロ,"日本, 奈良県, 大和高田市",,,情報なし,M＆THE RADIODOGS,概要なし,17.0,0.0,女性ソロ
2019,NHK紅白歌合戦,AI美空ひばり,0.0,あれから,"歌謡曲, 演歌, ジャズ",ソロ,"日本, 神奈川県, 横浜市, 磯子区",,,情報なし,情報なし,美空 ひばり（みそら ひばり、1937年5月29日 - 1989年6月24日）は、日本の歌手・女優・実業家。神奈川県横浜市磯子区出身。横浜市立滝頭小学校、精華学園女子中学校・高等学校（現・東海大学付属市原望洋高等学校）卒業。,,,女性ソロ
