year,program,artist,appearances,song,tags,type,origin,associated_acts,members,MB_Producers,MB_MemberOf,Wiki_Summary,spotify_followers,spotify_popularity,artist_category
2017,ミュージックステーションスーパーライブ,back number,,,"J-POP, ロック, ポップ, ロック",Group,"日本, 群馬県",,"清水依与吏, （, ボーカル, ギター, ）, 小島和也, （, ベース, コーラス, ）, 栗原寿, （, ドラムス, ）",情報なし,"清水依与吏, 清水依与吏, 小島和也, 栗原寿",back number（バックナンバー）は、日本のスリーピースバンド。,5678388.0,77.0,その他
2017,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,,情報なし,"岩沢厚治, 北川悠仁, THE HAJIMALS",ユズ（柚子、学名: Citrus junos）はミカン科ミカン属の常緑小高木。柑橘類の1つ。ホンユズとも呼ばれる。消費量・生産量ともに日本が最大である。果実の酸味と香りが好まれて、果汁は少なく、主に果皮を日本料理の香りづけに使う。,1974458.0,59.0,その他
2017,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"J-POP, ポップ, ロック, プログレッシブ, ロック, ヒップホップ, ジャズ, ファンク",Group,日本,,"川谷絵音, （, ボーカル, ギター, ）, 休日課長, （, ベース, ）, ちゃんMARI, （, キーボード, ）, ほな, いこか, （, ドラムス, ）",情報なし,"ちゃんMARI, ほな・いこか, 川谷絵音, 休日課長",概要なし,440642.0,56.0,その他
2017,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）,,情報なし,"喜矢武豊, 樽美酒研二, ゴールデン・イクシオン・ボンバー DT, 歌広場淳, 鬼龍院翔",ゴールデンボンバー (英: golden bomber）,395.0,1.0,その他
2017,ミュージックステーションスーパーライブ,ジャニーズWEST,,,J-POP,男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望",情報なし,情報なし,WEST.（ウエスト）は、日本の7人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。レコード会社はELOV-Label。2014年4月23日にジャニーズWEST（ジャニーズウエスト）名義で『ええじゃないか』でCDデビュー。,,,男性グループ
2017,ミュージックステーションスーパーライブ,スチャダラパー,,,ヒップホップ,Group,日本,,"Bose（, MC, ）, ANI（MC）, SHINCO（, DJ, ）",情報なし,"ANI, Bose, THE King ALL STARS, SHINCO",概要なし,2049.0,17.0,その他
2017,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, EDM",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI",情報なし,"ELLY, 今市隆二, 岩田剛典, 小林修己, NAOTO, 登坂広臣, 山下健二郎",三代目 J SOUL BROTHERS from EXILE TRIBE（さんだいめ・ジェイ・ソウル・ブラザーズ・フロム・エグザイル・トライブ）は、日本のダンス&ボーカルグループ。J Soul Brothersの三代目として2010年に結成された。所属事務所はLDH JAPAN。レーベルはrhythm zone。,6989.0,18.0,男性グループ
2017,ミュージックステーションスーパーライブ,三浦大知,,,"R&B, J-POP, ポップ",ソロ,"日本, 沖縄県","KREVA, Folder",,情報なし,"Folder, RADIO MONKEES",概要なし,10.0,0.0,男性ソロ
2017,ミュージックステーションスーパーライブ,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照",情報なし,"永島聖羅, 深川麻衣, 伊藤万理華, 中元日芽香, 川村真洋, 生駒里奈, 斎藤ちはる, 若月佑美, 能條愛未, 川後陽菜, 西野七瀬, 衛藤美彩, 斉藤優里, 桜井玲香, 井上小百合, 中田花奈, 松村沙友理, 高山一実, 生田絵梨花, 星野みなみ, 樋口日奈, 和田まあや, 齋藤飛鳥, 秋元真夏, 白石麻衣, 伊藤純奈, 伊藤かりん, 堀未央奈, 渡辺みり愛, 新内眞衣, 山崎怜奈, 鈴木絢音, 寺田蘭世, 佐々木琴子, 北野日奈子, 西川七海, 松井玲奈, 相楽伊織, 伊藤かりん, 寺田蘭世, 大園桃子, 山下美月, 阪口珠美, 向井葉月, 与田祐希, 伊藤理々杏, 岩本蓮加, 久保史緒里, 中村麗乃, 佐藤楓, 梅澤美波, 吉田綾乃クリスティー, 早川聖来, 遠藤さくら, 賀喜遥香, 金川紗耶, 掛橋沙耶香, 北川悠理, 清宮レイ, 柴田柚菜, 田村真佑, 筒井あやめ, 矢久保美緒, 林瑠奈, 黒見明香, 松尾美佑, 佐藤璃果, 弓木奈於, 一ノ瀬美空, 池田瑛紗, 井上和, 五百城茉央, 川﨑桜, 中西アルノ, 小川彩, 岡本姫奈, 奥田いろは, 菅原咲月, 冨里奈央, 海邉朱莉, 川端晃菜, 大越ひなの, 愛宕心響, 増田三莉音, 瀬戸口心月, 矢田萌華, 小津玲奈, 長嶋凛桜, 森平麗心, 鈴木佑捺",概要なし,263.0,11.0,女性グループ
2017,ミュージックステーションスーパーライブ,亀と山P,,,J-POP,Group,日本,,"亀梨和也, 山下智久",情報なし,"亀梨和也, 山下智久","修二と彰（しゅうじとあきら）は、日本の男性アイドルデュオである。所属芸能事務所はジャニーズ事務所。
また、このページでは2017年に同じメンバーで結成された亀と山P（かめとやまぴー）についても取り扱う。",0.0,0.0,男性グループ
2017,ミュージックステーションスーパーライブ,倉木麻衣,,,J-POP,femaleソロ,"日本, 千葉県, 船橋市",,,情報なし,情報なし,概要なし,147352.0,53.0,女性ソロ
2017,ミュージックステーションスーパーライブ,小沢健二,,,"J-POP, ポップス, ジャズ, ソウル, R&B, アンビエント, 渋谷系",maleソロ,"日本, 神奈川県, 相模原市",,,情報なし,"Flipper’s Guitar, DOUBLE KNOCKOUT CORPORATION, Lollipop Sonic, Lollipop Sonic",小沢 健二（おざわ けんじ、1968年4月14日 - ）は、日本のシンガーソングライターで、元フリッパーズ・ギターのメンバー。愛称はオザケン。神奈川県相模原市出身。所属レーベルはUNIVERSAL MUSIC JAPAN内のレーベルVirgin Music。所属事務所はドアノックミュージック。,105311.0,45.0,男性ソロ
2017,ミュージックステーションスーパーライブ,岡崎体育,,,"テクノ, J-POP",maleソロ,"日本, 京都府, 宇治市",,,情報なし,情報なし,岡崎体育（おかざきたいいく、okazakitaiiku、1989年〈平成元年〉7月3日 - ）は、日本の男性シンガーソングライター、音楽プロデューサー、レコーディング・エンジニア、俳優。ソロプロジェクトの名称としても用いられる。本名は岡 亮聡（おか あきとし）。所属事務所はソニー・ミュージックアーティスツ、所属レコードレーベルはソニー・ミュージックレーベルズ内のSME Records。公式ファンクラブは「Wallets」。,115637.0,45.0,男性ソロ
2017,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,,情報なし,"相葉雅紀, 松本潤, 二宮和也, 大野智, 櫻井翔",嵐（あらし、英語: storm）は、激しく吹く風、強風、暴風、損害を引き起こすような強風を指す言葉で、暴風雨のように雨や雪、雷を伴うものも含む。,14438900.0,84.0,その他
2017,ミュージックステーションスーパーライブ,平井堅,,,"J-POP, R&B, ソウル",maleソロ,"日本, 三重県, 名張市",,,情報なし,情報なし,概要なし,1022686.0,56.0,男性ソロ
2017,ミュージックステーションスーパーライブ,星野源,,,"J-POP, フォーク, ダンス",ソロ,"日本, 埼玉県, 川口市","SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ, オカモト, 長岡亮介, ほか",,情報なし,SAKEROCK,星野 源（ほしの げん、1981年1月28日 - ）は、日本の音楽家、俳優、文筆家。埼玉県出身。妻は女優の新垣結衣。,,,男性ソロ
2017,ミュージックステーションスーパーライブ,椎名林檎と松崎ナオ,,,J-POP,femaleソロ,Fukuoka,,,情報なし,"東京事変, 東京事変, 東京事変",ページなし,,,女性ソロ
2017,ミュージックステーションスーパーライブ,欅坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照",情報なし,"米谷奈々未, 今泉佑唯, 志田愛佳, 織田奈那, 鈴本美愉, 長沢菜々香, 石森虹花, 佐藤詩織, 守屋茜, 渡辺梨加, 渡邉理佐, 原田葵, 尾関梨香, 菅井友香, 土生瑞穂, 小林由依, 小池美波, 齋藤冬優花, 上村莉菜, 長濱ねる, 松平璃子, 関有美子, 藤吉夏鈴, 井上梨名, 松田里奈, 森田ひかる, 武元唯衣, 田村保乃, 山﨑天, 遠藤光莉, 幸阪茉里乃, 増本綺良, 守屋麗奈, 大沼晶保, 大園玲, 石森璃花, 小島凪紗, 的野美青, 向井純葉, 村井優, 村山美羽, 中嶋優月, 小田倉麗奈, 谷口愛季, 山下瞳月, 遠藤理子",概要なし,,,女性グループ
2017,ミュージックステーションスーパーライブ,福山雅治,,,"J-POP, ポップ, ロック, ロックンロール, グランジ, ラテン",maleソロ,Nagasaki,"井上鑑, KOH",,情報なし,チーム・アミューズ!!,福山 雅治（ふくやま まさはる、1969年〈昭和44年〉2月6日 - ）は、日本のシンガーソングライター、俳優。所属事務所はアミューズ。所属レコード会社はユニバーサルミュージック。公式ファンクラブは「BROS.」（日本国外居住者は「BROS.+」）。愛称はましゃ。ラジオDJや写真家としても活動。妻は女優の吹石一恵。 義父は元プロ野球選手の吹石徳一。,1060441.0,57.0,男性ソロ
2017,ミュージックステーションスーパーライブ,西野カナ,,,"J-POP, R&B",femaleソロ,"日本, 三重県, 松阪市","GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",,情報なし,情報なし,概要なし,1956178.0,66.0,女性ソロ
2017,ミュージックステーションスーパーライブ,関ジャニ∞,,,"ロック, ポップ, ロック, J-POP, 演歌",男性グループ,"日本, 大阪府",,"横山裕, （, ボーカル, パーカッション, トランペット, ギター, ）, 村上信五, （ボーカル, キーボード, ）, 丸山隆平, （ボーカル, ベース, ）, 安田章大, （メインボーカル, ギター）, 大倉忠義, （ボーカル, ドラムス, ）",情報なし,"THE BLACK MAGES, The Star Onions, The Hanjuku Mages, コナミ矩形波倶楽部",SUPER EIGHT（スーパーエイト）は、日本の男性アイドルグループ、ロックバンド。所属事務所はSTARTO ENTERTAINMENT。所属レーベルは自身が設立した自主レーベルのINFINITY RECORDS[注 4]。公式ファンネームは「eighter」（エイター）[注 5]。2024年2月4日より関ジャニ∞（かんジャニエイト）から現名称にグループ名を変更した。,,,男性ソロ
2017,ミュージックステーションスーパーライブ,高橋優,,,音楽,ソロ,"日本, 秋田県, 横手市, 山内, （旧, 平鹿郡, 山内村, ）","箭内道彦, メガネツインズ",,情報なし,情報なし,高橋 優（たかはし ゆう、1983年〈昭和58年〉12月26日 - ）は、日本のシンガーソングライター。文化放送においては料理研究家としても活躍している。秋田県横手市（旧・平鹿郡山内村）出身。,244.0,13.0,その他
2018,NHK紅白歌合戦,AKB48,11.0,恋するフォーチュンクッキー,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照",情報なし,"宇佐美友紀, 折井あゆみ, 星野みちる, 渡邊志穂, 増山加弥乃, 駒谷仁美, 中西里菜, 成田梨紗, 大江朝美, 戸島花, 川崎希, 大島麻衣, 浦野一美, 佐藤由加理, 平嶋夏海, 前田敦子, 峯岸みなみ, 篠田麻里子, 板野友美, 高橋みなみ, 小嶋陽菜, 上村彩子, 今井優, 高田彩奈, 早野薫, 野呂佳代, 大堀恵, 小野恵令奈, 奥真奈美, 佐藤夏希, 増田有華, 河西智美, 宮澤佐江, 松原夏海, 秋元才加, 梅田彩佳, 大島優子, 小林香菜, 早野薫, 藤島マリアチカ, 堀江聖夏, 磯怜奈, 大塚亜季, 坂田涼, 井上奈瑠, 早乙女美樹, 松岡由紀, 野口玲菜, 米沢瑠美, 仲川遥香, 多田愛佳, 仲谷明香, 菊地あやか, 片山陽加, 田名部生来, 渡辺麻友, 柏木由紀, 飯沼友里奈, 金子智美, 小塚里菜, 渡辺茉莉絵, 吉岡沙葵, 出口陽, 中西優香, 中田ちさと, 鈴木菜絵, 瓜屋茜, 成瀬理沙, 佐伯美香, 村中聡美, 藤本紗羅, 大家志津香, 佐藤亜美菜, 藤江れいな, 倉持明日香, 山田みずき, 有馬優茄, 畑山亜梨紗, 冨田麻友, 小原春香, 中塚智実, 内田眞由美, 石田晴香, 宮崎美穂, 北原里英, 指原莉乃, 仁藤萌乃, 近野莉菜, 高城亜樹, 西澤沙羅, 野中美郷, 北原里英, 中田ちさと, 佐藤すみれ, 高城亜樹, 石黒莉美, 愛迫みゆ, 林あやの, 前田亜美, 鈴木まりや, 小森美果, 鈴木紫帆里, 松井咲子, 片野友里恵, 早乙女美樹, 近野莉菜, 小松瑞希, 西川七海, 浅居円, 石部郁, 石井彩夏, 郭グレース, 小水七海, 三木にこる, 坂本莉央, 杉山未来, 冨手麻妙, 今井悠理枝, 植木あさ香, 佐野友里子, 佐藤すみれ, 前田亜美, 伊藤彩夏, 石黒貴己, 絹本桃子, 高松恵理, 中村麻里子, 大場美奈, 島田晴香, 竹内美宥, 森杏奈, 山内鈴蘭, 永尾まりや, 島崎遥香, 横山由依, 藤田奈那, 加藤玲奈, 岩崎仁美, 小林茉里奈, 入山杏奈, 金沢有希, 阿部マリア, 伊豆田莉奈, 仲俣汐里, 市川美織, 豊田早姫, 岡﨑ちなみ, 川上麻里奈, 牛窪紗良, 山口菜有, 小嶋菜月, 川栄李奈, 名取稚菜, 岩佐美咲, 大家志津香, 森川彩香, 大場美奈, 中村麻里子, 島田晴香, 竹内美宥, 高橋朱里, 田野優花, 武藤十夢, 平田梨奈, 大森美優, 佐々木優佳里, 岩田華怜, 鈴木里香, サイード横田絵玲奈, 江口愛実, 阿部マリア, 長谷川晴奈, 森山さくら, 渡邊寧々, 光宗薫, 相笠萌, 岩立沙穂, 北澤早紀, 茂木忍, 岡田彩花, 高島祐利奈, 梅田綾乃, 大島涼花, 篠崎彩奈, 雨宮舞夏, 北汐莉, 村山彩希, 渡辺美優紀, 松井珠理奈, 田野優花, 高橋朱里, 橋本耀, 小嶋真子, 西野未姫, 岡田奈々, 内山奈月, 前田美月, 小嶋菜月, 伊豆田莉奈, 光宗薫, 石田安奈, 武藤十夢, 小谷里歩, 市川愛美, 大和田南那, 佐藤妃星, 土保瑞希, 湯本亜美, 峯岸みなみ, 古畑奈和, 矢倉楓子, 高城亜樹, 平田梨奈, 兒玉遥, 大森美優, 佐々木優佳里, 向井地美音, 野澤玲奈, 込山榛香, 高島祐利奈, 橋本耀, 内山奈月, 相笠萌, 梅田綾乃, 西野未姫, 岡田彩花, 小嶋真子, 峯岸みなみ, 岩立沙穂, 北澤早紀, 茂木忍, 村山彩希, 岡田奈々, 大川莉央, 達家真姫宝, 飯野雅, 西山怜那, 後藤萌咲, 川本紗矢, 下口ひなな, 田北香世子, 横島亜衿, 渋谷凪咲, 生駒里奈, 土保瑞希, 西山怜那, 山本彩, 小笠原茉由, 大和田南那, 横島亜衿, 木﨑ゆりあ, 宮脇咲良, 大川莉央, 田北香世子, 福岡聖菜, 市川愛美, 中西智代梨, 佐藤妃星, 下口ひなな, 達家真姫宝, 湯本亜美, 奥洞千捺, 森脇由衣, 藤村菜月, 岩﨑萌花, 山本亜依, 北玲名, 近藤萌恵里, 吉野未優, 福地礼奈, 谷優里, 濵松里緒菜, 阿部芽唯, 舞木香純, 廣瀬なつき, 早坂つむぎ, 下青木香鈴, 谷口もか, 長久玲奈, 横道侑里, 人見古都音, 中野郁海, 谷川聖, 佐藤栞, 山田菜々美, 佐藤七海, 本田仁美, 行天優莉奈, 濵咲友菜, 橋本陽菜, 左伴彩佳, 倉野尾成美, 宮里莉羅, 永野芹佳, 小田えりな, 小栗有以, 岡部麟, 大西桃香, 太田奈緒, 坂口渚沙, 佐藤朱, 清水麻璃亜, 下尾みう, 髙橋彩音, 高岡薫, 山本瑠香, 横山結衣, 吉川七瀬, 谷口めぐ, 小谷里歩, 渋谷凪咲, 塚本まり子, 服部有菜, 飯野雅, 佐伯美香, 高橋希良, 野村奈央, 山邊歩夢, 北川綾巴, 渡辺美優紀, 白間美瑠, 朝長美桜, 矢吹奈子, 吉田華恋, 千葉恵里, 樋渡結依, 久保怜音, 西川怜, 北川綾巴, 馬嘉伶, 馬嘉伶, 鈴木まりや, 野田陽菜乃, 寺田美咲, 歌田初夏, 野口菜々美, 浅井七海, 稲垣香織, 武藤小麟, 山内瑞葵, 安田叶, 庄司なぎさ, 梅本和泉, 長友彩海, 山根涼羽, 田屋美咲, 播磨七海, 黒須遥香, 道枝咲, 佐藤美波, 本間麻衣, 前田彩佳, 鈴木くるみ, 田口愛佳, 平野ひかる, 髙橋彩香, 山田杏華, 川原美咲, 奥本陽菜, 春本ゆき, 山邊歩夢, 奥原妃奈子, 森月音羽, 神山莉穂, 勝又彩央里, 古川夏凪, 本田そら, 石綿星南, 蔵本美結, 永野恵, 佐藤詩識, 末永祐月, 吉橋柚花, 浅井七海, 稲垣香織, 武藤小麟, 山内瑞葵, 安田叶, 伊藤きらら, 立仙愛理, 御供茉白, พิมรภัส ผดุงวัฒนะโชค, Stephanie Pricilla Indarto Putri, 藤園麗, 矢作萌夏, 長友彩海, 大盛真歩, 多田京加, 山根涼羽, 黒須遥香, 小林蘭, 岡田梨奈, 大竹ひとみ, 齋藤陽菜, 道枝咲, 佐藤美波, 鈴木優香, 長谷川新奈, 山﨑空, 新井彩永",AKB48（エーケービーフォーティーエイト）は、日本の女性アイドルグループ。秋元康のプロデュースにより、2005年に東京・秋葉原（東京都千代田区外神田）を拠点として活動を開始した。運営会社および所属事務所は株式会社DH[注釈 1]、所属レーベルはEMI Records（ユニバーサルミュージック）。AKB48グループにおいて最初に発足したグループである。結成から約20年間にわたり、現在も活動を継続している。チーム制は休止中である。,511629.0,59.0,女性グループ
2018,NHK紅白歌合戦,Aqours,1.0,君のこころは輝いてるかい?,"J-POP, アニメソング, ゲームソング",女性グループ,"日本, 静岡県, 沼津市","畑亜貴, （作詞）","伊波杏樹, （, 高海千歌, 役）, 逢田梨香子, （, 桜内梨子, 役）, 諏訪ななか, （, 松浦果南, 役）, 小宮有紗, （, 黒澤ダイヤ, 役）, 斉藤朱夏, （, 渡辺曜, 役）, 小林愛香, （, 津島善子, 役）, 高槻かなこ, （, 国木田花丸, 役）, 鈴木愛奈, （, 小原鞠莉, 役）, 降幡愛, （, 黒澤ルビィ, 役）",情報なし,"国木田花丸, 黒澤ダイヤ, 黒澤ルビィ, 松浦果南, 小原鞠莉, 桜内梨子, 高海千歌, 津島善子, 渡辺曜","『Aqours』（アクア）は、メディアミックス作品群『ラブライブ!サンシャイン!!』に登場する架空の9人組女性スクールアイドルグループ、およびそのキャラクターの声を演じる声優達による実在の9人組女性声優ユニットの名称である。現実世界における所属レーベルはランティス。Aqoursおよびその派生ユニット (CYaRon！[注 2], AZALEA, Guilty Kiss) のアーティストマネジメントはバンダイナムコミュージックライブ[注 3]とアミューズが担当[注 4]。なお、本項ではグループ内の派生ユニットに関しても解説する。",134887.0,49.0,女性グループ
2018,NHK紅白歌合戦,DA PUMP,6.0,U.S.A.,"J-POP, ダンス, ポップ, ヒップホップ",Group,日本,"m.c.A, T, 今井大介, SASA, Shungo.","ISSA, YORI, TOMO, KIMI, U-YEAH, KENZO",情報なし,"SHINOBU, YUKINARI, KEN, ISSA, DAICHI, KENZO, KIMI, TOMO, U‐YEAH, YORI",概要なし,372701.0,49.0,その他
2018,NHK紅白歌合戦,DAOKO,1.0,打上花火,"J-POP, ヒップホップ, エレクトロ, ポップ, R&B, オルタナティヴ",femaleソロ,"日本, 東京都, 渋谷区",QUBIT,,情報なし,QUBIT,Daoko（だをこ、1997年〈平成9年〉3月4日 - ）は、日本の歌手、アーティスト（女性ラップシンガー、ヒップホップMC、作詞家、小説家）。,500929.0,57.0,女性ソロ
2018,NHK紅白歌合戦,EXILE,12.0,EXILE紅白スペシャル2018[• 15],"J-POP, ダンス, ポップ, R&B, ヒップホップ",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹",情報なし,"清木場俊介, HIRO, DJ MAKIDAI, EXILE ATSUSHI, MATSU, USA, AKIRA, 田﨑敬浩, EXILE SHOKICHI, KEIJI, KENCHI, NAOKI, NAOTO, NESMITH, TETSUYA, 岩田剛典, 佐藤大樹, 世界, 関口メンディー, 白濱亜嵐",EXILE（エグザイル）は、日本のダンス&ボーカルグループ。所属事務所はLDH JAPAN。レーベルはrhythm zone。,1073739.0,62.0,男性グループ
2018,NHK紅白歌合戦,Hey! Say! JUMP,2.0,Ultra Music Power 〜Hey! Say! 紅白スペシャルver.〜,J-POP,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太",情報なし,"森本龍太郎, 岡本圭人, 有岡大貴, 知念侑李, 伊野尾慧, 中島裕翔, 髙木雄也, 薮宏太, 山田涼介, 八乙女光, Hey! Say! 7, Hey! Say! BEST",Hey! Say! JUMP（ヘイ セイ ジャンプ）は、日本の男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。所属レコード会社はストームレーベルズ。2007年9月24日結成発表。2007年11月14日、CDデビュー。,211048.0,59.0,男性グループ
2018,NHK紅白歌合戦,Little Glee Monster,2.0,世界はあなたに笑いかけている,J-POP,Group,日本,,"かれん（古賀かれん）, MAYU（吉田真悠）, アサヒ（小林あさひ）, ミカ（藤平美香）, 結海（永井結海）, miyou（カマラみゆアイダ）",情報なし,"荒井麻珠, 芹奈, アサヒ, かれん, Buzz Connections, manaka, MAYU",概要なし,812411.0,56.0,その他
2018,NHK紅白歌合戦,MISIA,3.0,アイノカタチ 2018[• 21],"R&B, J-POP, ソウル, ジャズ",ソロ,"日本, 長崎県, 対馬市","鷺巣詩郎, 黒田卓也, エリカ, バドゥ, マーカス, ミラー, など",,情報なし,情報なし,概要なし,1326.0,31.0,女性ソロ
2018,NHK紅白歌合戦,Perfume,11.0,Future Pop 紅白SP[• 12][• 13],"J-POP, テクノ歌謡, テクノポップ, エレクトロニカ, フューチャーポップ, EDM, チップチューン, テクノ, シンセポップ, ハウス, エレクトロ, ポップ, フューチャー, ベース",Group,"日本, 広島県","中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）",情報なし,"河島佑香, 樫野有香, 西脇綾香, 大本彩乃, チーム・アミューズ!!",Perfume（パフューム）は、日本の音楽ユニット。中田ヤスタカが楽曲プロデュースする広島県出身の3人組テクノポップユニットである。,890528.0,59.0,女性グループ
2018,NHK紅白歌合戦,SEKAI NO OWARI,5.0,サザンカ,"J-POP, インディー, ポップ, スタジアム, ロック, EDM, ジャズ",Group,"日本, 東京都, 大田区","CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）",情報なし,"藤崎彩織, Fukase, DJ LOVE, Nakajin",概要なし,2989922.0,67.0,その他
2018,NHK紅白歌合戦,Sexy Zone,6.0,カラクリだらけのテンダネス〜2018紅白ver.〜,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝",情報なし,"長瀬実夕, 長瀬実夕, 町田紀彦, 舞衣子, 舞衣子, 舞衣子, MIZUHO, 西村朝香, 西村朝香, TAKAYO",timelesz（タイムレス）は、日本の8人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT、所属レコードレーベルはOver The Top。ファンネームは「secondz」（セカンズ）、マスコットキャラクターは「TAM」。,200.0,0.0,男性グループ
2018,NHK紅白歌合戦,Suchmos,1.0,VOLT-AGE,"ロック, ジャズ, ソウル, アシッドジャズ, ヒップホップ",Group,"日本, 神奈川県",,"YONCE, （, ボーカル, ）, TAIKING, （, ギター, ）, TAIHEI（, キーボード, ）, Kaiki Ohara（, DJ, ）, OK（, ドラムス, ）, HSU, （, ベース, ）",情報なし,"TAIHEI, TAIKING, YONCE, HSU",Suchmos（サチモス）は、日本の男性ロックバンド。2013年結成。バンド名の由来は、ルイ・アームストロング（ジャズミュージシャン）の愛称サッチモ。ロック、ソウル、ジャズ、ヒップホップなどから影響を受けた音楽性を持つ。,545587.0,59.0,男性グループ
2018,NHK紅白歌合戦,Superfly,3.0,Gifts,"J-POP, ロック",Group,"日本, 愛媛県, 松山市","蔦谷好位置, 多保孝一, 松岡モトキ","越智志帆, （, ボーカル, ）",情報なし,"多保孝一, 越智志帆, The Yogurts",Superfly（スーパーフライ）は、越智志帆（おちしほ）がボーカルを務める日本の音楽ユニット。所属レーベルはユニバーサルシグマ、マネジメントは44 CARAT。,1558887.0,63.0,その他
2018,NHK紅白歌合戦,TWICE,2.0,紅白メドレー2018[• 14],"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,,,情報なし,"채영, 다현, JEONGYEON, JIHYO, MINA, もも, NAYEON, SANA, TZUYU",TWICE（トゥワイス）,22345538.0,87.0,その他
2018,NHK紅白歌合戦,aiko,13.0,カブトムシ,J-POP,femaleソロ,"日本, 大阪府, 吹田市","島田昌典, OSTER project, トオミヨウ",,情報なし,Radio Darlings,概要なし,57.0,13.0,女性ソロ
2018,NHK紅白歌合戦,あいみょん,1.0,マリーゴールド,J-POP,femaleソロ,"日本, 兵庫県, 西宮市",,,情報なし,Radio Bestsellers,概要なし,125.0,4.0,女性ソロ
2018,NHK紅白歌合戦,いきものがかり,10.0,じょいふる,"ポップ, ロック, J-POP",Group,"日本, 神奈川県","本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵, （, ボーカル, ）, 水野良樹, （, ギター, ピアノ, ）",情報なし,"山下穂尊, 水野良樹, 吉岡聖恵",概要なし,,,その他
2018,NHK紅白歌合戦,ゆず,9.0,うたエール,"J-POP, アニメ, ロック",Group,Yokohama,,,情報なし,"岩沢厚治, 北川悠仁, THE HAJIMALS",ユズ（柚子、学名: Citrus junos）はミカン科ミカン属の常緑小高木。柑橘類の1つ。ホンユズとも呼ばれる。消費量・生産量ともに日本が最大である。果実の酸味と香りが好まれて、果汁は少なく、主に果皮を日本料理の香りづけに使う。,1974458.0,59.0,その他
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,希望の轍,"ポップ, ロック, J-POP, ロック, ブルース, ソウル, ファンク, ラテン, レゲエ, フォーク, R&B, エレクトロ, オルタナティヴ, ロック, 歌謡曲",Group,"日本, 東京都, 渋谷区","高垣健, 新田一郎, 八木正生, 藤井丈司, 小林武史, 島健, 斎藤誠, 片山敦夫, 山本拓夫, 曽我淳一, 角谷仁宣, 金原千恵子, 包国充, 南谷成功, 小倉博和","桑田佳祐, （, ボーカル, ギター, ）, 関口和之, （, ベース, ）, 松田弘, （, ドラムス, ）, 原由子, （, キーボード, ボーカル）, 野沢秀行, （, パーカッション, ）",情報なし,"大森隆志, 原由子, 桑田佳祐, 松田弘, 野沢秀行, 関口和之",サザンオールスターズ（英語: Southern All Stars）は、日本の5人組ロックバンド[注釈 1]。長年に渡る活動と功績がゆえに「国民的ロックバンド」と称されることもある。所属芸能事務所はアミューズ、所属レコード会社はビクターエンタテインメント、所属レーベルはタイシタレーベル。略称は「サザン」「SAS」。公式ファンクラブ名は「サザンオールスターズ応援団」。,,,男女混合グループ
